v1;v2;v3;Vraag1;Vraag2;Vraag3;Vraag4;Vraag5;Vraag6;Vraag7;Vraag8;Vraag9;Vraag10;Vraag11;Vraag12;Vraag13;Vraag14;Vraag15;Vraag16;Vraag17;Vraag18;Vraag19;Vraag20;Vraag21;Vraag22;Vraag23;Vraag24;Vraag25;Vraag26;Vraag27;Vraag28;Vraag29;Vraag30;Vraag31;Vraag32;Vraag33;Vraag34;Vraag35;Vraag36;Vraag37;Vraag38;Vraag39;Vraag40;Vraag41;Vraag42;Vraag43;Vraag44;Vraag45;Vraag46;Vraag47;Vraag48;Vraag49;Vraag50;Vraag51;Vraag52;Vraag53;Vraag54;Vraag55;Vraag56
Vanuit mijn rol binnen een opleiding.;Team Physician-Assistent Utrecht;Instituut voor Verpleegkundige Studies;1;2;2;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;1;1;2;3;1;3;1;1;3;3;1;1;2;2;2;2;2;2;2;3;3;3;3;2;2;2;6;6;6
Vanuit mijn rol binnen een opleiding.;Built Environment 1;Institute for Design & Engineering;1;2;2;3;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;3;3;4;2;2;2;1;1;2;4;3;2;2;1;1;1;1;1;1;2;2;2;2;3;2;3;3;2;2;2;2;2;2;2;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Proces management;Dienst Informatiemanagement & ICT;2;2;2;2;2;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;1;1;2;1;2;1;2;2;1;2;2;2;1;2;2;2;1;1;2;2;2;1;1;2;2;3;3;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Creative Business 1;Instituut voor Communicatie;1;2;3;2;2;1;2;2;1;2;2;3;2;2;2;2;3;2;3;2;3;3;3;1;3;2;1;3;1;3;4;3;3;2;2;2;2;2;2;3;3;3;4;3;2;2;2;2;2;1;2;2;2;3;2;3
Vanuit mijn rol binnen een opleiding.;SJD vt team 3&4;Instituut voor Recht;1;2;1;2;2;2;2;1;1;1;1;1;2;1;2;1;2;1;1;1;1;2;2;2;2;2;1;2;2;3;1;2;2;2;2;3;2;2;1;1;1;2;2;6;2;2;6;3;3;1;6;1;2;2;3;2
Vanuit mijn rol binnen een opleiding.;Contractactiviteiten Verpleegkundige Studies;Instituut voor Verpleegkundige Studies;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;5;1;1;2;2;6;5;2;1;1;1;1;1;1;2;2;2;2;5;6;2;2;2;2;2;2;4;2;2;4;3;4
Vanuit mijn rol binnen een opleiding.;Team Orthoptie 1;Instituut voor Paramedische Studies;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;3;2;3;1;1;1;1;1;2;2;2;2;3;3;2;2;2;3;3;2;3;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;HRM voltijd Team 2;Institute for People & Business;1;1;3;3;3;2;2;3;2;2;2;2;2;4;5;4;4;4;5;5;5;5;5;2;1;2;2;2;4;4;5;5;5;1;1;2;2;2;4;5;4;4;4;5;4;4;4;4;4;5;5;4;5;5;5;4
Vanuit mijn rol binnen een opleiding.;SvO Regio Utrecht/Amsterdam;Instituut voor Onderwijs en Orthopedagogiek;1;2;3;2;2;2;2;2;2;1;2;1;1;1;2;2;3;3;3;3;3;4;4;2;1;2;1;1;3;3;4;4;4;1;1;2;2;3;3;3;4;3;4;5;3;3;4;4;3;2;3;3;3;4;4;4
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;KC Digital Business & Media;Kenniscentrum Digitale Business & Media;3;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;3;2;2;2;3;2;2;3;2;2;3;2;2;1;1;2;1;2;1;2;1;2;2;2;1;2;3;3;2;1;2;2;2;2;3;4
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 3;Instituut voor Social Work;1;2;2;2;2;2;1;2;2;1;1;1;1;2;2;2;2;2;3;2;1;2;1;2;2;2;1;2;2;4;3;3;3;1;1;1;1;1;2;2;2;2;2;2;2;2;3;3;4;1;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Team verpleegkunde jaar 4;Instituut voor Verpleegkundige Studies;1;2;2;3;4;4;2;1;1;1;2;2;2;1;1;1;2;1;3;3;3;3;3;1;1;1;3;1;1;4;2;1;1;1;1;2;1;2;2;2;1;1;2;3;2;2;1;2;3;2;1;1;3;2;2;3
Vanuit mijn rol binnen een opleiding.;Team Psychosomatische Fysiotherapie;Instituut voor Bewegingsstudies;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;3;2;1;1;1;2;3;2;2;1;1;2;3;2;2;3;1;2;1;3;2;2;2;1;2;1;2;2;2;3;2;3
Vanuit mijn rol binnen een ondersteunende dienst.;Vastgoed en Facilities;Dienst Bedrijfsvoering;2;2;2;2;2;2;2;2;1;1;1;2;2;4;5;4;5;5;4;4;4;2;4;2;1;1;2;2;4;4;4;4;3;2;3;2;2;2;4;4;4;4;4;4;2;2;5;4;4;4;4;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht team 3;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;1;2;1;1;1;2;2;2;2;2;3;2;5;4;2;2;2;2;2;1;1;2;1;1;2;3;4;3;4;1;1;2;1;1;1;2;6;6;2;3;3;2;6;3;3;2;3;2;1;3;4;6
Vanuit mijn rol binnen een opleiding.;HRM VT team 2;Institute for People & Business;1;2;4;2;1;1;1;4;3;2;1;1;1;4;4;2;2;2;2;2;4;4;4;1;1;1;2;1;1;1;4;5;5;2;2;3;1;2;4;5;8;5;5;3;5;5;5;5;5;4;4;5;5;5;5;5
Vanuit mijn rol binnen een ondersteunende dienst.;Team Advisering Medezeggenschap;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;3;2;2;2;3;3;3;3;2;2;3;3;2;2;2;3;3;3;3;2;3;3;3;3;4;4;2;2;3;3;4;3;6;3;2;2;7;7;2;2;3;3;2;3;2;3;2;2;3;3
Vanuit mijn rol binnen een opleiding.;Instituut voor Paramedische Studies;Instituut voor Paramedische Studies;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;2;1;1;2;3;1;3;1;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;3;2;1;2;3;3;3;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design team 4;Instituut voor Media;1;2;3;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;3;2;2;2;2;1;1;1;2;2;2;3;4;3;2;2;2;3;3;3;2;4;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;4
Vanuit mijn rol binnen een ondersteunende dienst.;Informatiespecialisten team 1;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Frans;Instituut Archimedes;1;2;1;2;2;1;1;1;2;1;1;1;1;2;6;2;2;3;4;2;2;1;2;1;5;2;1;1;2;6;1;1;6;1;1;2;1;1;2;2;1;2;4;3;2;2;2;2;2;2;2;2;2;2;3;1
Vanuit mijn rol binnen een opleiding.;HBO-ICT AI;​Institute for Information & Communication Technology;1;2;3;2;2;1;1;1;1;1;1;1;2;2;6;3;6;2;5;3;2;3;3;1;2;1;1;3;3;6;5;5;6;1;2;1;1;1;2;4;4;2;5;5;5;5;5;4;5;6;2;3;4;5;4;5
Vanuit mijn rol binnen een ondersteunende dienst.;Beleidsevaluatie/monitoring;College van Bestuur / Bestuursdienst;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;3;2;1;1;1;3;2;3;5;1;1;5;1;5;3;3;3;1;2;1;2;1;1;1;1;1;3;3;3;3;3;3;3;2;2;1;1;1;3;3
Vanuit mijn rol binnen een opleiding.;Instituut voor Paramedische Studies;Instituut voor Paramedische Studies;1;2;2;2;2;2;2;2;7;1;1;1;1;1;2;2;2;2;2;1;2;2;2;1;4;1;2;1;1;2;3;2;1;2;1;2;7;1;1;2;3;3;2;6;3;3;4;2;3;1;2;7;7;7;7;7
Vanuit mijn rol binnen een opleiding.;Team Physician-Assistent Utrecht;Instituut voor Verpleegkundige Studies;1;2;2;2;2;1;2;2;8;2;3;2;1;1;2;2;3;3;2;2;3;1;1;2;2;3;1;2;2;3;3;1;2;1;1;7;7;1;1;3;6;6;4;2;1;1;2;2;6;2;2;1;2;2;2;6
Vanuit mijn rol binnen een opleiding.;Team Huid 3;Instituut voor Paramedische Studies;1;2;2;3;3;1;2;2;1;1;2;1;2;2;3;2;3;2;3;2;3;2;3;3;2;2;2;2;2;3;3;2;2;2;1;1;1;1;3;3;3;2;2;2;2;2;4;2;3;2;2;4;3;3;3;2
Vanuit mijn rol binnen een opleiding.;Finance, Tax and Advice;Institute for Finance & Accounting;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;2;1;3;1;1;2;2;1;2;2;1;1;3;3;1;2;2;3;2;1;2;1;1;1;2;3
Vanuit mijn rol binnen een ondersteunende dienst.;Project en procesmanagement 1;Dienst Bedrijfsvoering;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;3;3;2;2;2;2;2;2;4;4;4;2;2;3;4;2;2;2;2;2;4;4;4;2;2;2;2;2;4;2;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Team Mondzorgkunde 4;Instituut voor Paramedische Studies;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Institute for Life Sciences & Chemistry;Institute for Life Sciences & Chemistry;1;1;2;2;2;2;2;1;1;1;3;1;2;1;2;2;3;2;2;2;4;5;3;1;2;2;2;1;2;5;4;1;3;2;1;2;2;2;1;2;2;2;3;4;2;2;3;5;4;1;4;1;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Project en procesmanagement 2;Dienst Bedrijfsvoering;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;2;2;3;3;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Stafdienst Bedrijfsvoering;Dienst Bedrijfsvoering;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;3;3;2;2;2;2;3;2;2;2;2;3;4;4;3;1;2;1;1;1;2;3;2;2;5;5;1;1;4;3;3;3;2;4;4;3;4;5
Vanuit mijn rol binnen een opleiding.;Master Next Level Engineering;Institute for Design & Engineering;1;2;2;2;2;1;2;1;1;1;1;1;1;2;4;2;6;3;3;2;3;2;2;1;2;2;1;1;2;3;4;3;2;2;2;3;2;2;3;3;3;3;4;4;3;3;4;2;3;2;2;2;3;4;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Informatiespecialisten team 1;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;2;1;1;2;1;1;2;1;1;1;3;1;2;1;1;1;1;1;4;2;1;1;2;3;4;4;1;2;3;2;2;2;2;3;2;2;4;4;4;4;3;4;3;1;1;7;7;7;7;7
Vanuit mijn rol binnen een opleiding.;Elektrotechniek;Institute for Design & Engineering;1;2;0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Vanuit mijn rol binnen een opleiding.;Team Verpleegkunde 1;Instituut voor Verpleegkundige Studies;1;2;2;2;2;2;2;2;1;2;2;2;2;4;2;4;4;4;4;2;4;5;5;4;2;2;2;2;2;4;4;2;4;2;2;2;3;2;4;4;2;2;2;2;3;4;4;4;3;2;2;6;6;6;6;6
Vanuit mijn rol binnen een ondersteunende dienst.;Vastgoed en Facilities;Dienst Bedrijfsvoering;2;2;2;2;2;2;2;2;1;1;1;2;2;2;3;3;3;3;2;4;3;4;3;2;2;2;2;4;3;4;3;3;3;1;2;1;2;2;3;3;3;3;4;4;2;3;4;3;3;3;3;4;4;4;4;3
Vanuit mijn rol binnen een ondersteunende dienst.;Stafdienst Bedrijfsvoering;Dienst Bedrijfsvoering;2;1;2;1;1;1;1;1;2;1;3;2;2;1;2;3;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;1;3;2;3;2;2;2;2;2;2;3;1;2;2;2;2;1;1;1;1;1;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Secretariaat HU Diensten team 1;Dienst Bedrijfsvoering;2;1;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;2;2;1;1;1;2;3;3;3;1;1;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Ketenregie en Accountmanagement;Dienst Bedrijfsvoering;2;2;2;3;2;2;6;1;1;1;3;7;6;3;3;2;7;1;1;2;3;1;7;4;4;1;1;2;2;4;5;5;1;1;2;7;1;4;1;2;2;6;5;5;1;1;4;1;1;3;1;1;1;4;2;4
Vanuit mijn rol binnen een ondersteunende dienst.;Vastgoed en Facilities;Dienst Bedrijfsvoering;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Communicatie Management 1;Instituut voor Communicatie;1;2;2;2;2;2;3;3;3;2;4;2;2;2;3;6;3;2;4;2;1;2;2;2;2;2;2;4;4;4;6;2;4;4;2;2;1;2;2;1;2;2;2;6;2;2;6;4;6;1;2;2;3;3;2;6
Vanuit mijn rol binnen een opleiding.;Built Environment 1;Institute for Design & Engineering;1;2;4;1;2;1;1;2;1;1;1;2;2;3;3;3;3;3;3;3;3;4;3;2;3;2;3;2;3;3;5;4;3;2;1;1;1;2;2;2;3;3;4;3;3;3;3;4;4;3;3;3;3;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;IM&ICT BB System Integration;Dienst Informatiemanagement & ICT;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;2;2;2;1;3;2;3;2;3;2;2;2;2;2;2;3;2;2;2;1;2;2;2;2;1;2;2;4;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;School voor Journalistiek 3;Instituut voor Media;1;2;4;2;3;4;2;5;4;4;2;2;5;2;2;2;4;2;2;4;2;2;2;2;4;2;2;5;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht team 4;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;1;1;1;2;2;2;1;1;1;1;4;4;3;4;2;4;4;3;2;7;2;4;2;2;2;7;4;7;7;7;1;1;1;1;1;7;7;7;4;4;4;4;4;7;4;4;3;4;4;3;4;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Studievoortgangsregistratie Team 1;Dienst Bedrijfsvoering;2;2;1;2;2;2;2;2;1;1;1;1;1;2;6;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;4;2;3;2;2;2;2;2;2;2;4;4;3;3;3;4;3;3;3;2;2;2;2;3
Vanuit mijn rol binnen een opleiding.;SJD vt team 3&4;Instituut voor Recht;1;2;2;2;2;2;2;2;2;1;3;2;2;2;2;3;2;1;3;2;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Engels;Instituut Archimedes;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;7;2;6;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;4;4;2;6;6;2;2;2;4;4
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht team 3;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;4;4;4;2;4;4;2;2;4;2;2;2;4;2;4;4;2;2;2;2;2;4;4;3;2;2;4;3;2;4;4;4;3;3;3;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design team 4;Instituut voor Media;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;6;1;1;1;1;1;1;2;2;2;2;2;1;2;4;4;3;2;2;2;2;2;2;4;3;3;4;4;4;4;4;3;3;2;3;4;4;4;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Onderwijs & Onderzoek;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;3;3;2;2;3;2;3;3;3;2;2;2;7;6;2;3;2;2;2;4;2;2;3;4;3;2;4;4;6;2;3;3;3;2;2;2;6;2;4;4;2;3;3;2;6;6;2;2;2;2;3;3
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design;​Institute for Information & Communication Technology;1;2;4;2;2;2;2;2;1;2;2;2;1;4;4;3;4;4;5;2;2;3;4;2;2;1;1;1;3;3;3;3;2;1;2;1;1;1;2;3;3;2;2;3;4;4;5;3;3;2;2;4;4;4;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Team Advisering Medezeggenschap;College van Bestuur / Bestuursdienst;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Ad Engineering Voltijd;Institute voor Associate Degrees;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;2;3;2;3;3;2;2;2;3;3;2;2;2;2;3;2;3;1;2;3;3;3;2;2;4;2;2;3;2;3
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design team 1;Instituut voor Media;1;2;2;2;2;2;1;1;1;1;2;2;3;2;2;6;6;6;2;1;1;3;2;2;2;2;3;2;2;3;4;6;6;7;2;3;2;1;2;3;3;6;3;6;3;3;6;6;6;2;3;2;3;3;3;6
Vanuit mijn rol binnen een opleiding.;Creative Business 2;Instituut voor Communicatie;1;2;3;4;5;2;2;2;1;2;1;1;2;3;2;3;3;2;2;2;4;2;4;4;2;3;1;4;4;2;3;4;4;2;1;2;2;1;3;3;3;3;3;3;5;5;5;5;5;4;4;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Team Huid 2;Instituut voor Paramedische Studies;1;2;2;2;2;2;3;3;4;2;2;5;2;3;6;6;4;2;6;3;4;2;2;2;2;1;2;3;2;3;2;5;5;2;2;2;3;2;3;2;2;2;6;6;6;6;6;6;6;4;6;3;3;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;CvB Voorzitter;College van Bestuur / Bestuursdienst;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;3;1;1;2;1;2;2;2;3;2;1;2;2;1;4;3;1;1;3;1;1;1;1;2;1;2;3;4;2;2;4;4;3;1;1;1;1;3;2;2
Vanuit mijn rol binnen een opleiding.;IVK voltijd team 2;Instituut voor Veiligheid;1;2;3;2;2;2;2;2;3;1;1;1;2;2;2;2;6;1;3;3;2;2;2;2;2;2;2;2;2;2;4;4;4;2;2;2;3;1;1;6;2;2;4;5;2;3;6;4;5;2;3;4;4;4;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Stafdienst Bedrijfsvoering;Dienst Bedrijfsvoering;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;3;1;1;1;1;1;2;2;4;4;2;1;2;1;1;1;2;2;2;2;4;3;2;2;2;1;3;3;3;2;2;3;2;2
Vanuit mijn rol binnen een opleiding.;HBO-ICT Open ICT;​Institute for Information & Communication Technology;1;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Studentinformatie BI/IO/STIP;Dienst Bedrijfsvoering;2;2;2;2;2;3;1;2;2;2;1;1;1;1;2;1;2;1;1;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;2;2;2;3;2;2;2;1;2;1;2;2
Vanuit mijn rol binnen een opleiding.;IVK voltijd team 3;Instituut voor Veiligheid;1;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;3;2;2;2;1;1;1;3;4;3;2;2;3;4;2;3;5;2;3;4;2;2;2;2;2;2;2;2;3;3;6;4;4;2;2;6;6;6;6;6
Vanuit mijn rol binnen een ondersteunende dienst.;Dienst Onderwijs Onderzoek & Studentzaken;Dienst Onderwijs, Onderzoek & Studentzaken;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;8;2;3;3;2;2;2;2;2;2;2;2;3;2;3;3;3;4;4;4;4;3
Vanuit mijn rol binnen een opleiding.;Ondernemerschap & Retail Management;Institute for Marketing & Commerce;1;2;2;2;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;1;1;2;3;1;1;1;1;1;1;2;3;2;2;1;1;2;1;1;2;2;2;2;3;3;2;2;4;2;2;2;2;3;4;3;5;5
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;3;3;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;5;2;4;5;3;4;3;2;3;3;3;2;2;2;2;2;2;2;2;2;2;4;3;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Commerciele Economie team 2;Institute for Marketing & Commerce;1;2;2;2;2;1;1;3;1;1;1;1;1;3;4;4;3;4;3;4;3;3;5;1;2;1;1;1;4;5;5;5;2;1;1;1;1;1;3;3;4;3;4;5;2;4;5;5;5;1;5;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Biologie;Instituut Archimedes;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;3;6;4;4;3;2;2;2;2;2;2;6;2;3;4;6;6;6;4;4;4;2;2;3;2;2;3;4
Vanuit mijn rol binnen een opleiding.;Bachelor Pedagogiek vt4;Instituut voor Ecologische Pedagogiek;1;2;3;2;2;2;2;2;2;2;2;1;1;2;6;6;6;1;4;6;1;2;4;2;3;1;1;1;6;6;5;3;2;1;1;1;1;1;3;4;4;4;5;6;1;1;4;2;2;2;6;3;3;4;3;6
Vanuit mijn rol binnen een opleiding.;HBO-ICT BIM;​Institute for Information & Communication Technology;1;2;3;4;4;2;1;1;1;1;1;1;2;3;3;3;4;3;5;2;4;4;5;1;1;2;1;2;4;3;5;4;3;2;2;3;3;1;3;3;3;4;5;5;2;2;5;3;2;3;3;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Technische bedrijfskunde;Institute for Design & Engineering;1;1;2;2;1;1;2;1;1;1;2;2;1;1;2;2;2;2;1;2;2;3;2;2;2;2;1;1;2;6;3;2;1;1;1;1;2;1;2;2;2;2;2;3;2;2;3;3;3;2;2;1;1;2;2;3
Vanuit mijn rol binnen een opleiding.;Team Huid 4;Instituut voor Paramedische Studies;1;2;5;3;3;2;2;2;2;2;2;2;3;2;2;4;4;4;2;3;4;2;3;2;5;4;3;2;3;3;4;3;3;2;3;2;2;2;2;3;4;4;3;4;2;3;4;4;4;3;3;4;2;2;3;2
Vanuit mijn rol binnen een opleiding.;Werktuigbouwkunde;Institute for Design & Engineering;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;1;1;1;2;1;2;2;3;3;2;2;1;1;3;3;3;2;2;2;2;2;2;1;2;3;2;3;4;3;2;2;4;2;3;2;4;2;2;2;3;2
Vanuit mijn rol binnen een opleiding.;Natuurkunde;Instituut Archimedes;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;3;2;3;1;3;2;2;4;2;1;4;2;2;1;2;1;1;1;1;1;1;1;2;4;3;3;3;2;2;1;2;1;2;2;3;4
Vanuit mijn rol binnen een opleiding.;Instituut Theo Thijssen;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;3;2;1;1;1;1;1;1;1;6;6;6;6;6;6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Lectoraat Farmakunde;Kenniscentrum Gezond en Duurzaam Leven;3;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2;3;2;1;1;1;2;2;4;2;2;1;2;4;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;4;2;3;1;2;1;1;1;1;2
Vanuit mijn rol binnen een ondersteunende dienst.;Dienst Onderwijs Onderzoek & Studentzaken;Dienst Onderwijs, Onderzoek & Studentzaken;2;1;3;2;2;1;2;2;1;1;3;2;3;3;4;3;4;2;4;4;1;3;3;3;2;3;3;3;4;3;5;5;2;3;3;2;3;3;2;3;4;4;4;5;2;4;5;4;3;2;2;3;3;5;4;4
Vanuit mijn rol binnen een opleiding.;Instituut voor Paramedische Studies;Instituut voor Paramedische Studies;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;2;3;2;2;2;2;3;7;7;1;1;1;2;2;2;2;2;3;2;3;3;2;3;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Team Optometrie 2;Instituut voor Paramedische Studies;1;2;1;2;2;2;2;2;2;1;2;1;1;2;3;3;3;3;4;3;3;3;3;2;2;2;2;2;3;4;3;3;3;2;2;2;2;2;4;4;4;3;2;2;2;2;3;3;3;3;3;2;2;2;3;3
Vanuit mijn rol binnen een opleiding.;Built Environment 1;Institute for Design & Engineering;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;3;2;2;3;2;2;2;1;1;2;2;2;3;3;3;2;2;1;1;2;2;2;2;3;2;2;3;2;2;3;3;3;3;2;3;2;2;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Team Kwaliteitszorg en Assortiment;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;HBO-ICT Open ICT;​Institute for Information & Communication Technology;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;3;3;2;1;1;2;2;2;1;1;2;2;1;2;1;3;3;3;3;3;2;3;2;3;2;3
Vanuit mijn rol binnen een opleiding.;Team Mondzorgkunde 4;Instituut voor Paramedische Studies;1;2;2;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;2;1;2;2;4;2;2;2;1;3;3;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;6;6;6;6;6
